# CIRISVerify evidence registry — impl: tier (CIRISVerify#233 / CIRISConstitution#17)
#
# The spec-map the Constitution's check_claims.py resolves cross-repo
# impl:CIRISVerify pointers against. Verify is the most-cited repo in the CC
# evidence layer; before this file those pointers were asserted only by
# CIRISServer's manifest, with no verify-side gate confirming the symbols still
# resolved at the cited version.
#
# Validated by tools/check_evidence.py — a moved or renamed symbol fails CI.
#
# Columns: cc_decimal <TAB> clm_name <TAB> repo <TAB> path#symbol <TAB> crate@version
decimal_id	claim_id	repo	path#symbol	crate@version
5.3.6.1	CLM-envelope-error	CIRISVerify	src/ciris-verify-core/src/ceg_error.rs#CegError	ciris-verify-core@v12.5.0
5.4.1	CLM-record-id	CIRISVerify	src/ciris-crypto/src/scope_privacy.rs#derive_record_id	ciris-crypto@v12.5.0
5.4.2	CLM-symbol	CIRISVerify	src/ciris-crypto/src/scope_privacy.rs#derive_symbol_key	ciris-crypto@v12.5.0
5.4.5	CLM-witness-content	CIRISVerify	src/ciris-crypto/src/scope_privacy.rs#witness_cover_leaf	ciris-crypto@v12.5.0
6.1.2	CLM-noise-descent	CIRISVerify	src/ciris-verify-core/src/holonomic/aggregation.rs#ejection_verdict	ciris-verify-core@v12.5.0
6.1.2.1	CLM-aggregationmetav1	CIRISVerify	src/ciris-verify-core/src/holonomic/aggregation.rs#AggregationMetaV1	ciris-verify-core@v12.5.0
6.1.2.2	CLM-descent	CIRISVerify	src/ciris-verify-core/src/holonomic/aggregation.rs#descend_order	ciris-verify-core@v12.5.0
6.1.2.3	CLM-noise-ejection	CIRISVerify	src/ciris-verify-core/src/holonomic/aggregation.rs#EjectionVerdict	ciris-verify-core@v12.5.0
6.1.5	CLM-noise-N5	CIRISVerify	src/ciris-verify-core/src/holonomic/fountain.rs#retention_decision	ciris-verify-core@v12.5.0
6.1.8	CLM-trust	CIRISVerify	src/ciris-verify-core/src/holonomic/bootstrap.rs#recursive_trust_bootstrap	ciris-verify-core@v12.5.0
6.1.2.1.2	CLM-neff-dominance-gate	CIRISVerify	src/ciris-verify-core/src/holonomic/aggregation.rs#passes_dominance_gate	ciris-verify-core@v12.5.0
#
# ── Known decimal, previously uncited ────────────────────────────────────────
# CC assigns these decimals already; no manifest cited verify's implementation.
2.3.2.1	CLM-registry-canonical	CIRISVerify	src/ciris-verify-core/src/canonical_subject.rs#canonical_subject	ciris-verify-core@v12.5.0
2.3.2.1	CLM-registry-canonical-reject	CIRISVerify	src/ciris-verify-core/src/canonical_subject.rs#parse_canonical_subject	ciris-verify-core@v12.5.0
#
# ── UNASSIGNED — awaiting a CC decimal ───────────────────────────────────────
# Shipped, tested verify surface with no CC identifier yet. Listed here so the
# Constitution can issue decimals against real implementations rather than
# against a proposal. The `UNASSIGNED` marker is not a decimal; tools/check_evidence.py
# still resolves the symbol, so these cannot rot while they wait.
# Proposed CLM names are suggestions, not claims.
4.2.2	CLM-presenter-binding	CIRISVerify	src/ciris-verify-core/src/build_attestation_bundle.rs#verify_build_attestation_bundle	ciris-verify-core@v13.0.0
4.2.2	CLM-presenter-binding-producer	CIRISVerify	src/ciris-verify-core/src/build_attestation_bundle.rs#produce_build_attestation_bundle	ciris-verify-core@v13.0.0
4.2.2.1	CLM-hardware-class-android	CIRISVerify	src/ciris-verify-core/src/device_attestation.rs#verify_android_key_attestation	ciris-verify-core@v13.0.0
4.2.2.1	CLM-hardware-class-apple	CIRISVerify	src/ciris-verify-core/src/device_attestation.rs#verify_apple_app_attest	ciris-verify-core@v13.0.0
4.2.2.1	CLM-hardware-class-yubikey	CIRISVerify	src/ciris-verify-core/src/accord_custody_attestation.rs#verify_yubikey_piv_attestation	ciris-verify-core@v13.0.0
4.2.2.1	CLM-trust-anchor-store	CIRISVerify	src/ciris-verify-core/src/trust_anchor_store.rs#ConciseTaStore	ciris-verify-core@v13.0.0
4.2.2.1	CLM-trust-anchor-baked	CIRISVerify	src/ciris-verify-core/src/trust_anchor_store.rs#yubico_attestation_root	ciris-verify-core@v13.0.0
3.1.2	CLM-dimension-registry	CIRISVerify	src/ciris-verify-core/src/federation_provenance.rs#DimensionSpec	ciris-verify-core@v13.0.0
3.4.5	CLM-dimension-consent-disposition	CIRISVerify	src/ciris-verify-core/src/federation_provenance.rs#ConsentDisposition	ciris-verify-core@v13.0.0
3.4.5	CLM-classification-gating	CIRISVerify	src/ciris-verify-core/src/classification.rs#Gating	ciris-verify-core@v13.0.0
4.2.2.1	CLM-hardware-class-tpm	CIRISVerify	src/ciris-verify-core/src/device_attestation.rs#verify_tpm_ek_certificate	ciris-verify-core@v13.0.0
4.2.2.1	CLM-anchor-provenance-tier	CIRISVerify	src/ciris-verify-core/src/trust_anchor_store.rs#AnchorProvenance	ciris-verify-core@v13.0.0
4.2.2.1	CLM-tpm-vendor-anchors	CIRISVerify	src/ciris-verify-core/src/trust_anchor_store.rs#TPM_VENDOR_ROOTS	ciris-verify-core@v13.0.0
3.4.5	CLM-classification-frame	CIRISVerify	src/ciris-verify-core/src/classification.rs#Arity	ciris-verify-core@v13.0.0
3.4.5	CLM-binding-disposition-split	CIRISVerify	src/ciris-verify-core/src/classification.rs#Gating	ciris-verify-core@v13.0.0
2.6.1.1	CLM-redactable-commitment	CIRISVerify	src/ciris-verify-core/src/redactable.rs#RedactableCommitment	ciris-verify-core@v13.0.0
5.1	CLM-presentation-identifier-scope	CIRISVerify	src/ciris-verify-core/src/presentation.rs#IdentifierScope	ciris-verify-core@v13.0.0
UNASSIGNED	CLM-subject-binding	CIRISVerify	src/ciris-verify-core/src/subject_binding.rs#SubjectBinding	ciris-verify-core@v13.1.0
UNASSIGNED	CLM-subject-binding-keyrecord	CIRISVerify	src/ciris-verify-core/src/federation_self_record.rs#check_subject_binding	ciris-verify-core@v13.1.0
